,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
37749,BM1122BT,19,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
37788,BM1122BT,12,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
37844,BM1122BT,64,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
37883,BM1122BT,42,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38207,NW922OT,1,2022,OTB,70-99,MOL,OTB_MOL,OTB_MOL_70-99,1
38232,BM1122BT,31,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38320,BM1122BT,24,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38574,BM1122BT,45,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38722,BM1122BT,32,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38959,BM1122BT,52,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
38979,BM1122BT,11,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
39451,BM1122BT,14,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40628,BM822BT,3,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40631,BM822BT,26,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40633,BM822BT,19,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40649,BM822BT,27,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40650,BM822BT,21,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40653,BM822BT,22,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40693,BM822BT,32,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40695,BM822BT,12,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40735,BM822BT,2,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40784,BM822BT,18,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40853,BM822BT,34,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40879,BM822BT,7,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40981,BM822BT,30,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
40997,BM822BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41106,BM822BT,9,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41224,BM822BT,10,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41340,BM822BT,31,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41361,BM822BT,36,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41579,BM822BT,28,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
41591,BM822BT,11,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
42967,BM1322BT,6,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
42969,BM1322BT,36,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
42970,BM1322BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
42974,BM1322BT,19,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
42994,BM1322BT,31,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43002,BM1322BT,2,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43010,BM1322BT,37,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43036,BM1322BT,9,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43066,BM1322BT,16,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43204,BM1322BT,39,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43308,BM1322BT,24,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43333,BM1322BT,30,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43350,BM1322BT,25,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43550,BM1322BT,1,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43665,BM1322BT,15,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43696,BM1322BT,17,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43794,BM1322BT,35,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
43914,BM1322BT,11,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
44158,BM1322BT,29,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45756,BM1222BT,15,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45757,BM1222BT,26,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45759,BM1222BT,6,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45766,BM1222BT,11,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45818,BM1222BT,27,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45887,BM1222BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45909,BM1222BT,40,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
45941,BM1222BT,44,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46130,BM1222BT,33,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46199,BM1222BT,24,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46277,BM1222BT,34,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46298,BM1222BT,17,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46373,BM1222BT,43,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46409,BM1222BT,39,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46474,BM1222BT,5,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46521,BM1222BT,7,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
466161,BM1222BT,22,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46773,BM1222BT,16,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46785,BM1222BT,35,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
46983,BM1222BT,37,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
47130,BM1222BT,23,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
47833,BM1222BT,2,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
48869,BM1322OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
48874,BM1322OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
49223,EX322HL,3,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49224,AX122HL,2,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49225,AX122HL,1,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49227,EX222HL,1,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49238,EX322HL,2,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49239,EX322HL,1,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49245,EX322HL,4,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49248,AX122HL,5,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49257,PE122HL,14,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49258,PE122HL,13,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49259,PE122HL,9,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
492651,PE122HL,7,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49272,PE122HL,1,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49274,PE122HL,3,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49276,PE122HL,4,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49277,EX122HL,6,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49278,EX122HL,3,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49283,AX122HL,6,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49284,AX122HL,3,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49302,AX122HL,4,2022,LHM,xxx,FIF,LHM_FIF,LHM_FIF_xxx,1
49334,BM322OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
49579,NN422GN,12,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49581,NN522GN,8,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49582,NN422GN,5,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49593,NN422GN,14,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49618,NN422GN,15,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49632,NN522GN,7,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49687,NN422GN,9,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49737,NN522GN,3,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
49965,NN422GN,7,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50021,NN422GN,8,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50099,NN222GN,11,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
50103,NN222GN,13,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
50173,NN522GN,9,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50217,NN422GN,2,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50232,NN422GN,10,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50280,NN522GN,6,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50385,NN422GN,11,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50459,NN422GN,17,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50556,NN222GN,12,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50596,NN222GN,1,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50687,NN222GN,2,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50704,NN222GN,3,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50749,NN222GN,4,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
50828,NN222GN,16,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
50990,NN522GN,1,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51051,NN522GN,2,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51342,NN422GN,3,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
514421,NN422GN,4,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51508,NN222GN,15,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
51556,NN422GN,1,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51629,NN422GN,6,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51788,NN422GN,16,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51805,NN422GN,13,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
51920,NN222GN,9,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52025,NN222GN,14,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
52152,NN222GN,5,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52170,NN222GN,6,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52217,NN222GN,7,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52284,NN522GN,5,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52449,NN522GN,4,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
52604,NN222GN,8,2022,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
53095,NN822OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53096,NN822OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53131,NN822OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53647,PH322OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53649,LE422OT,5,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53651,PH322OT,4,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53666,PH322OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53667,BM522OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53675,PH322OT,6,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53680,BM522OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53694,PH322OT,5,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53703,PH422OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53762,BM222OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53883,LE422OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53925,LE422OT,6,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
53951,BM222OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54005,PH422OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54072,LE422OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54112,LE422OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54167,BM222OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
54733,LE422OT,7,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
55728,PH522OT,2,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
55733,PH522OT,1,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
56220,NN722OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
56222,NN722OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
56512,NN622OT,2,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
56515,NN622OT,1,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
56519,NN622OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
56802,NN122GN,1,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56803,NN122GN,3,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56811,NN122GN,2,2022,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
56865,NN722BT,25,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56867,NN722BT,34,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56877,NN722BT,36,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56888,NN722BT,37,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56895,NN722BT,10,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
56917,NN722BT,9,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57042,NN722BT,15,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57104,NN722BT,7,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57281,NN722BT,35,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57286,NN722BT,27,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57402,NN722BT,17,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57517,NN722BT,24,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57651,NN722BT,16,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
57766,NN722BT,26,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58014,NN722BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58131,NN722BT,28,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58206,NN722BT,18,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58380,NN722BT,23,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58744,NN722BT,32,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
58748,NN722BT,33,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59986,BM722BT,10,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59987,BM722BT,69,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59989,BM722BT,23,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59991,BM722BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
59992,BM722BT,72,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60003,BM722BT,26,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60021,BM722BT,3,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60036,BM722BT,47,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60040,BM722BT,46,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60055,BM722BT,50,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60138,BM722BT,11,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60205,BM722BT,49,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60258,BM722BT,60,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60284,BM722BT,7,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60366,BM722BT,2,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60375,BM722BT,62,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60420,BM722BT,73,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60567,BM722BT,65,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60618,BM722BT,37,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60643,BM722BT,59,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
60745,BM722BT,17,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61051,BM722BT,35,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61226,BM722BT,54,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61397,BM722BT,27,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61465,BM722BT,15,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61568,BM722BT,48,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61838,BM722BT,29,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
61949,BM722BT,18,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62152,BM722BT,21,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62320,BM722BT,57,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62570,BM722BT,55,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62634,BM722BT,31,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
62715,BM722BT,38,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63048,BM722BT,28,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63298,BM722BT,43,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63534,BM722BT,39,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
63662,BM722BT,16,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65254,PH722OT,2,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
65256,BM422BT,27,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65257,LS222OT,3,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
65270,BM422BT,17,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65279,LS222OT,4,2022,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
65280,BM422BT,26,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65320,BM422BT,25,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65351,BM422BT,6,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65378,BM422BT,5,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65539,BM422BT,15,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65594,BM422BT,9,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65618,PH722OT,1,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
65637,PH622OT,1,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
65712,BM422BT,14,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65837,LS222OT,2,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
65901,BM422BT,4,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
65955,BM422BT,18,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66080,WB122OT,2,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
66198,BM422BT,7,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66363,WB122OT,1,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
66386,BM422BT,13,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66444,BM422BT,20,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66540,BM422BT,24,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66585,BM422BT,8,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
66927,BM422BT,21,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
67172,PH622OT,2,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
67212,WB122OT,3,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
67415,LS222OT,1,2022,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
67657,BM422BT,19,2022,TBB,70-99,DEF,TBB_DEF,TBB_DEF_70-99,1
68898,AE422NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69008,AE422NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69195,MT722NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69332,MT722NT,3,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69447,MT722NT,4,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69517,BH1122NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69683,BH1122NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69868,NS2022NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
69964,NS2022NT,3,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70054,BH122NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70108,BH122NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70351,BH1322NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70465,BH1322NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70642,NS2322NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70697,NS522NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70808,NS722NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
70948,BH1622NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71063,BH1622NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71284,BH1922NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71307,BH1922NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71598,BH2022NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71720,BH2122NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
71861,BH2122NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72018,MT422NT,6,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72019,MT422NT,7,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72152,MT422NT,8,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72184,BH522NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72315,BH622NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72329,BH622NT,3,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72597,BH722NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72652,BH722NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72886,MT122NT,1,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
72926,MT122NT,2,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
73071,MT122NT,3,2022,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
